Year_Country,"Gross intake ratio to Grade 1 of primary education, both sexes (%)","Gross enrolment ratio, primary, both sexes (%)","Gross enrolment ratio, primary to tertiary, both sexes (%)","Gross enrolment ratio, primary and secondary, both sexes (%)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross enrolment ratio, lower secondary, both sexes (%)","Gross enrolment ratio, tertiary, both sexes (%)","Net enrolment rate, primary, both sexes (%)","Net enrolment rate, secondary, both sexes (%)","Net enrolment rate, lower secondary, both sexes (%)","Adjusted net intake rate to Grade 1 of primary education, both sexes (%)","Adjusted net enrolment rate, lower secondary, both sexes (%)","Adjusted net enrolment rate, primary, both sexes (%)","Total net enrolment rate, primary, both sexes (%)","Total net enrolment rate, lower secondary, both sexes (%)","Net enrolment rate, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of lower secondary education, both sexes (%)","Net enrolment rate for compulsory education age group, both sexes (%)","Total net enrolment rate, upper secondary, both sexes (%)","Cumulative drop-out rate to the last grade of lower secondary general education, both sexes (%)","Gross graduation ratio from primary education, both sexes (%)","Gross graduation ratio from lower secondary education, both sexes (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Rate of out-of-school adolescents of lower secondary school age, both sexes (%)","Repetition rate in lower secondary general education (all grades), both sexes (%)","Rate of out-of-school children of primary school age, both sexes (%)","School life expectancy, primary, both sexes (years)","School life expectancy, secondary, both sexes (years)","School life expectancy, primary and secondary, both sexes (years)","Survival rate to the last grade of lower secondary general education, both sexes (%)","Effective transition rate from primary to lower secondary general education, both sexes (%)","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","Repetition rate in primary education (all grades), both sexes (%)","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","Rate of out-of-school youth of upper secondary school age, both sexes (%)","Gross graduation ratio from upper secondary education, both sexes (%)","Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)","Rate of out-of-school adolescents and youth of secondary school age, both sexes (%)","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, both sexes (%)",pisa_math,pisa_reading,pisa_science,"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)",Expenditure on tertiary education (% of government expenditure on education),"Government expenditure per student, tertiary (% of GDP per capita)",Expenditure on secondary education (% of government expenditure on education),"Government expenditure per student, secondary (% of GDP per capita)",Expenditure on primary education (% of government expenditure on education),"Government expenditure per student, primary (% of GDP per capita)","Current education expenditure, total (% of total expenditure in public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth total (% of people ages 15-24)"
2012_Netherlands,,105.8344,105.19986000000002,117.39163,122.88142,135.2626,76.60991999999997,98.49054,89.58265,,93.97734,85.05025,,98.75413,99.54264,,,98.08149,95.46855,,,,,0.45736,,,6.35653,7.674360000000001,14.03089,,,12.05014,,,4.53145,,,2.51884,,,523.0,511.0,522.0,5.4756498336792,11.8322696685791,,,,,,,87.7403793334961,89.0223388671875,86.3526229858398,88.3081817626953,,
2012_New Zealand,,98.35209,,108.62893,134.73953,103.0947,,,,,,,,,,,,,,,,,,,,,5.9022,8.180539999999999,14.08274,,,13.03628,,,,,,,,,500.0,512.0,516.0,7.1526799201965305,17.8199405670166,,,,,,,,,,,,
2012_North Macedonia,90.46062,87.135,69.76069,84.06591,77.77067,87.66219,39.00333,84.49361,,,87.78239,,89.71222,91.56006,,,,,,,,,,,,10.28778,4.36528,6.591469999999998,10.95676,,,,,,,,,,19.47129,80.52871,,,,,,,,,,,,,,,,,
2012_Norway,100.96256,99.89264,97.32958,105.02255,121.89388999999998,98.96693,73.57793000000002,99.68915,94.48204,,99.30464,99.02166,99.68915,99.78805,99.02166,,,99.54824,90.1076,1.29177,,,,0.97834,,0.31085,6.99281,6.640389999999999,13.6332,98.70823,99.24731,,,,9.8924,,2.7985,5.49376,16.32309,83.23445,489.0,504.0,495.0,7.36425018310547,17.4296493530273,,,,,22.0319499969482,19.2560997009277,90.71314239501949,,,90.2583770751953,,
2012_Peru,91.43069,101.44092,,97.84404,76.5311,104.73392,,90.99061,75.5281,69.48599,83.47915,73.66159,93.05649,93.36227,90.36806,52.55091,,87.00295,80.8087,4.60587,,88.4191,4.79617,,5.8475199999999985,,6.0986699999999985,4.66903,10.7677,95.39413,99.14629,8.80172,,5.38034,,,,,,,368.0,384.0,,2.92276000976563,14.3690700531006,18.0585708618164,,31.867910385131804,10.757920265197802,36.6123008728027,9.2772798538208,75.55738830566409,83.5381698608398,72.8489074707031,75.7716522216797,93.8417282104492,98.6981582641602
2012_Poland,,99.71701,89.75609,97.70002,95.68474,96.51766,73.98845,95.20721,89.01495,,95.00102,90.98409,95.31996,95.66983,93.0891,,,95.01158,87.84875,,,,0.79376,6.9109,,4.68004,5.97749,5.71938,11.69687,,99.29776,11.74632,0.8598299999999999,,12.15125,,7.46541,9.7133,18.07946,81.35868,518.0,518.0,526.0,4.81181001663208,11.2269697189331,23.387390136718803,22.4817295074463,33.9537887573242,21.9407691955566,30.472980499267607,25.3828506469727,92.2529525756836,80.0784378051758,96.5645065307617,94.6569595336914,,
2012_Portugal,,109.12423,96.92524,108.65037,102.59676,113.81741,68.12141,98.94934,,,95.14712,,99.11536,99.85814,,,,,,,,,,,,0.88464,6.52412,6.492000000000001,13.01612,,,8.48226,,,,,,,26.43957,73.56043000000003,487.0,488.0,489.0,4.94640016555786,10.1930303573608,,,44.6452293395996,27.5672492980957,28.569290161132802,20.8964900970459,89.5438003540039,,85.71922302246091,96.1452102661133,,
2012_Qatar,103.10341,102.32858,56.63133000000001,94.04494,77.06036,93.61111,11.08806,92.51098,75.52993000000002,77.00463,94.81851,87.30787,97.4258,98.22167,91.66667,60.40604,,96.4493,65.51432,2.74737,94.11,73.13478,,8.33333,2.25272,2.5742,6.07687,5.07516,11.15203,97.25263,99.70019,9.20113,0.8144,,34.48568,,11.83914,21.99321,33.57034,66.42966,376.0,388.0,,3.50744009017944,12.3060302734375,,,,,,,,,,,,
2012_Republic of Korea,92.79546,99.66914,98.05796,98.77967,94.88103,101.67612,96.63764,97.2042,96.71587,95.90624,89.9237,96.16802,97.32505,97.32505,99.87797,92.22701,,,95.90855,,,,,0.12203,,2.67495,5.93955,5.88145,11.821,,99.79734,,,,4.09145,,2.41362,2.21296,,,554.0,536.0,538.0,5.096360206604,,17.665340423584002,,43.43149185180661,,34.4725112915039,,86.7319717407227,87.4650497436523,85.052490234375,87.2800064086914,,
2012_Republic of Moldova,95.72447,93.79797,70.05499,89.99546,89.59781,87.5003,40.10864,87.92876,77.90899999999998,82.92269,88.85212,85.14128000000002,90.52817,91.90496,86.75388000000002,57.99478000000001,,88.88923,65.66726,7.76214,91.82466,89.34521,,13.24612,,9.47183,3.74792,6.11651,9.86442,92.23786,97.84004,11.44743,,,34.33274,,16.78005,20.23878,,,,,,8.34895992279053,20.7419700622559,17.5631198883057,41.827911376953104,34.8732414245605,37.379608154296896,18.267370223999,38.87685012817379,93.35540771484379,93.6653594970703,94.8311386108398,95.1905975341797,99.13831329345699,99.4561614990234
2012_Romania,98.19019,96.07519,82.41653000000002,96.18826,99.7624,92.61991,50.73437,87.47381,,,88.29239,89.50142,91.98158,93.51381,93.26019,,,92.28568,,8.57777,,,1.50004,6.73981,2.68839,8.018419999999999,3.84163,7.74407,11.5857,91.42223,,10.86988,,2.4596,,,,,,,445.0,438.0,,2.94603991508484,8.43579006195068,26.162889480590806,22.860740661621104,35.965179443359396,12.4900798797607,15.9153699874878,11.054789543151903,92.1110992431641,89.15219116210942,94.2906875610352,96.1571502685547,,
2012_Russian Federation,102.47042,101.19422,89.36823000000003,97.99207,98.80065,94.88424,76.14145,96.24334,,,91.44695,,97.32654,99.53177,,,,,,2.00268,,,0.36159,,0.3412,2.67346,4.03682,6.73128,10.7681,97.99732,100.0,,0.37639,0.37544,,,,,,,482.0,475.0,,3.78973007202148,11.1467599868774,21.1517391204834,15.248040199279801,,,,,90.8727035522461,85.3117904663086,90.1171112060547,,,
2012_Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25864,,,,,,,,,573.0,542.0,,3.10851001739502,21.1614303588867,38.0352210998535,25.164979934692397,21.473590850830103,,20.5653400421143,,89.6005401611328,98.32073974609379,94.7777328491211,83.3708877563477,96.3697891235352,99.8949432373047
2012_Slovakia,98.94952,100.52296,81.75009,94.76679,89.31192,95.80239,56.13559,,85.32014000000002,,,85.15552,,,97.08951,,,,86.55918,10.42426,,,2.88403,2.91049,1.82048,,4.00611,8.184460000000001,12.19057,89.57574,99.24747,12.23387,2.80139,1.86279,13.44082,,,8.12273,21.08216,78.91784,482.0,463.0,471.0,3.90920996665955,9.62131023406982,23.9793395996094,22.2878799438477,44.13288879394529,17.9732608795166,18.771110534668,17.8641204833984,92.3809967041016,81.15785217285159,96.83688354492192,95.88217163085942,,
2012_Slovenia,97.88607,99.73211,95.15097,98.76028,99.87583,95.31052,86.91906,98.45919,93.69526,,93.14184,94.03952,98.53125,99.52427,96.45656,,,98.47815,94.88261,3.62844,,,0.77988,3.5434400000000004,0.69052,1.46875,5.9839699999999985,6.82765,12.81162,96.37156,99.73209,11.65051,0.78637,0.74944,5.11739,,3.1307400000000003,4.46401,25.46611,74.52903,501.0,481.0,514.0,5.64783000946045,12.631839752197301,21.2382202148438,24.101770401001,,,27.7772598266602,29.5221290588379,91.4563217163086,88.8895721435547,,93.0627593994141,,
2012_Spain,98.96867,103.1791,106.93683,116.40913,145.77948999999995,122.91896,85.34322,99.63735,95.5788,,97.84629,95.13073,99.66814,99.82416,99.97118,,,99.87969,93.25429,,,,2.40508,0.02882,,0.33186,6.21024,7.5108,13.72104,,,8.87551,2.47704,,6.745710000000001,,1.28879,2.32488,22.78545,72.18276999999998,484.0,488.0,496.0,4.43187999725342,9.21341037750244,22.3069496154785,23.8498802185059,37.3306007385254,21.0144195556641,25.9488697052002,18.285800933837894,92.1551971435547,84.3298721313477,94.4690475463867,95.9089584350586,97.89453887939449,99.6727828979492
2012_Sweden,101.66523,101.92617,90.58726,99.8916,96.93717,99.67991,68.81984,99.59944,92.54231,,97.68111,95.84938,99.59944,99.84236,95.84971,,,99.80006,90.44104,0.31904,,,,4.15029,,0.40056,6.11609,5.87356,11.98966,99.68096,99.93412,12.44906,,,9.55896,,4.04685,7.176080000000002,27.33253,72.6661,478.0,483.0,485.0,7.65618991851807,15.230170249939,25.2810707092285,42.4342613220215,28.8235702514648,24.7015399932861,21.9840106964111,22.0736408233643,94.35057830810551,96.63619995117192,92.7483291625977,93.41436767578129,,
2012_Switzerland,97.10528,102.89335,86.80685,99.03971,86.41265,110.26634,55.32426,93.46544,80.90706,,98.25466,,99.21234,99.36025,96.46486,,,98.568,77.17215999999998,2.44582,,,1.31281,,1.59407,0.78766,6.19982,6.74667,12.9465,97.55418,99.83743,13.40547,1.23339,1.51975,,,8.89498,,,,531.0,509.0,515.0,5.03337001800537,15.6438703536987,26.3080997467041,41.631401062011705,39.1218414306641,25.978210449218803,29.3326206207275,26.956239700317397,91.3387298583984,88.9254913330078,92.9203872680664,90.2781295776367,,
2012_Thailand,,96.94023,78.03456,90.00123,72.85213,94.99757,50.67343,,76.50265999999998,,,75.57566,,,,,,,77.95319,,,87.62881,,,,,5.74634,5.00402,10.75035,,,,,,22.04681,,,,,,427.0,441.0,,4.53670978546143,21.396799087524396,14.415140151977502,18.254959106445305,28.628110885620107,18.4115200042725,44.7812614440918,27.5364093780518,95.08770751953129,88.0376663208008,94.7693634033203,93.3136520385742,,
2012_Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_Tunisia,109.71965,109.83056,,,,,35.2169,98.81704,,,99.37567,,99.89365,99.89365,,,,,,21.2135,,,,,20.35684,0.10635,6.579210000000002,,,78.7865,92.7557,6.76921,7.32561,,,,,,43.08377,56.91623000000001,388.0,404.0,,6.250370025634768,20.9910106658936,28.127260208129893,53.5528907775879,,,,,,,93.46607208251949,96.2070083618164,80.21875,96.86499786376949
2012_Turkey,101.69268,98.67395,84.81823,90.82353,74.24453000000003,99.41339,69.78193,92.76284,81.25111,,91.31368,90.2939,93.84251,93.84251,99.03164,,,89.13214,75.24505,4.08179,,,2.26257,0.96836,2.49976,6.15749,4.93024,5.95953,10.88977,95.91821,90.80526,7.65632,1.79443,2.2172,24.75495,,10.9595,14.396070000000002,21.23849,78.76151,448.0,475.0,463.0,4.419000148773192,12.830470085144,34.9410781860352,42.6654510498047,37.6267318725586,11.7384996414185,22.5132999420166,13.2620601654053,87.8314971923828,77.0642776489258,93.1832962036133,91.3318099975586,94.9197463989258,99.01602172851558
2012_United Arab Emirates,106.60446,101.45373,,,,81.45148,,87.84116999999998,,67.19983,94.23318,,94.64606,95.40219,,,,93.64103,,5.4178,95.40221,75.07522,,,1.6042299999999998,5.3539400000000015,5.00504,,,94.5822,98.39354,,,1.88351,,,,,26.21099,73.30989,434.0,442.0,,,,,,,,,,,,,,,
2012_United Kingdom of Great Britain and Northern Ireland,,106.5262,86.69134,98.45463,84.25109,102.85849,59.840680000000006,98.61809,91.19951,,99.26733,92.13255,98.62904,98.75583,94.32162,,,96.70334,91.2225,,,,,5.6783800000000015,,1.37096,6.36701,6.4370400000000005,12.80404,,,13.46212,,,8.7775,,4.7629800000000015,7.49438,21.935270000000006,77.19592,494.0,499.0,514.0,,,,,,,,,,,,,,
2012_United States of America,101.27373,99.16532,,97.69459,92.70828,99.87601,,92.79303,89.29903,,77.32938,,93.73215,97.26517,99.0221,,,96.35443,91.97923,,,,,,,6.26785,5.94718,5.75868,11.70585,,,13.3939,,,,,5.39519,,16.5562,83.4438,481.0,498.0,497.0,5.19485998153687,13.463660240173304,28.4634990692139,21.932260513305696,33.985080718994105,22.8087005615234,30.9632205963135,20.5594501495361,89.3373870849609,85.42604064941409,91.18923950195308,91.18923950195308,,
2012_Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5165,,,,,,,,,409.0,411.0,,,,,,,,,,,,,,98.3959426879883,98.9552536010742
2012_Viet Nam,107.17239,106.83065,,,,90.24076,24.98793,98.05641,,85.45888000000002,,,98.20156,100.0,,,,,,17.806929999999994,97.5174,79.17598000000002,1.3039,,1.10937,1.79844,5.34129,,,82.19306999999998,93.35375,,1.04199,1.37652,,,,,24.0492,73.94978,511.0,508.0,,5.53328990936279,18.785020828247106,14.8252296447754,32.8142700195313,40.052341461181605,,29.805660247802702,21.0079307556152,79.70362854003909,78.9494400024414,78.7943496704102,83.6930313110352,,
2015_Albania,113.70748,109.76243999999998,89.70655,100.55586,90.19605,100.71985,66.40289,95.1996,85.90427,90.06652,80.07717,90.54527,95.59661,99.25625,97.97164,69.51386,105.75476,98.90929,80.81783,,104.4493,93.39064,0.8408899999999999,2.02836,1.19803,4.40339,5.42661,6.6788,12.10541,,98.06952,,0.72941,1.55167,19.182170000000006,77.09921999999997,8.1621,10.12247,18.06794,81.93205999999998,,,,3.4379699230194105,11.3177003860474,21.1559906005859,13.052249908447301,21.5816593170166,6.7836799621582005,56.766929626464794,29.845680236816396,91.9454193115234,90.79503631591801,88.2799530029297,93.69515991210942,,
2015_Algeria,107.9344,115.71852,,,,,36.8185,97.50817,,,99.44809,,99.2671,99.27494,,,110.12447,,,24.79649,109.41129,93.48473,6.22796,,19.03864,0.7329,5.82669,,,75.20351,98.91984,,6.1333400000000005,19.58398,,100.97808,,,31.21939,66.62892,360.0,350.0,,,,,,,,,,,,,,,
2015_Argentina,104.53044,109.92626,102.04024,108.52533,86.0505,127.41303,85.95886999999998,99.39359,88.54679,89.09141,99.39332,89.85171,99.7343,99.84107,99.35359,64.21195999999999,103.2814,97.30538,89.91433,13.08429,105.44559,89.25535,1.97776,0.64641,11.40025,0.2657,6.6212,6.45801,13.07921,86.91571,99.48824,11.42509,2.23885,11.03494,10.08567,62.62855,2.73323,5.28771,,,409.0,425.0,,5.776110172271731,13.9634399414063,20.535699844360398,17.361469268798803,41.3327217102051,23.0128192901611,30.041339874267607,15.707770347595199,89.22708129882808,95.5008392333984,86.41626739501949,88.72744750976558,99.17996215820308,99.55970001220699
2015_Australia,,102.22319,133.99563,127.38799,222.97356,124.6713,119.69452,96.99256,93.81921,90.3218,81.16449,92.71159,97.1201,99.92245,99.83306,78.52798,,99.89408,98.9964,,,,,0.16694,,2.8799,7.18042,8.89419,16.07461,,,12.44862,,,1.0036,132.08333000000002,1.78733,0.45186,17.63769,82.33624,494.0,503.0,510.0,5.3217501640319815,14.0757999420166,28.855350494384798,21.5369606018066,30.5254096984863,17.1929092407227,31.7843399047852,18.8469295501709,92.3382720947266,88.5745162963867,95.2019195556641,94.99893188476558,,
2015_Austria,98.60917,101.8011,95.06347,100.66025,100.34777,99.89343,80.56430999999998,,86.5447,84.91319,,84.95183,,,97.84151,74.05563000000002,98.99731,,91.69972,0.29721,,,2.74966,2.15849,2.3937,,4.05862,7.8336,11.89222,99.70279,99.92498,12.56071,2.85525,2.21691,8.30028,103.03124,,5.32907,29.2717,70.63977,497.0,485.0,495.0,5.45304012298584,10.693479537963901,32.633590698242195,35.9603996276855,39.8773612976074,27.274400711059602,16.5679302215576,23.188659667968803,94.5102081298828,91.8300094604492,97.5038070678711,94.2064590454102,,
2015_Belgium,98.58046,103.15296,118.0283,133.22319,155.4844,181.03718,74.55778000000002,98.06468,93.65107,84.37187,95.9604,85.47176,98.38075,99.02146,97.58154,84.51186,95.61337,98.46407,98.04956,3.392,,86.94269,2.49436,2.41846,6.28244,1.61925,6.18757,9.45007,15.63763,96.608,,11.68956,2.32017,7.09002,1.95044,99.19312,1.85965,2.10514,17.38283,82.36418,507.0,499.0,502.0,6.55238008499146,12.1688499450684,22.1287498474121,32.3177909851074,,,23.535619735717802,22.0710391998291,94.9603424072266,95.0124893188477,,94.31854248046879,,
2015_Brazil,,112.77329,90.66216,104.90758999999998,91.33226,107.26038,51.05413,94.73055,81.68909000000002,78.71552,87.78279,83.31311,96.85231,98.75867,95.01875,58.23806,,92.52608,83.44636,,103.03381,73.63773,,4.98125,,3.1476900000000003,5.56792,7.0357,12.60363,,,7.576010000000001,,,16.553639999999998,66.74136,7.518,10.20743,15.348,84.652,377.0,407.0,,6.24105978012085,16.2488307952881,21.4540004730225,33.284069061279304,41.3708000183105,21.6834506988525,25.615070343017607,20.2011394500732,96.05126190185551,95.63939666748051,96.7785415649414,96.0952835083008,92.0478973388672,98.96375274658199
2015_Bulgaria,96.2983,97.07002,90.26293,100.47182,112.94545,91.66144,70.30455,93.16265,91.29374,81.26355,93.15886,95.81945,94.79227,94.99842,97.33168,83.15501,97.79209,96.03681,87.79834,54.16486999999999,,98.1395,0.11077,2.66832,2.6965,5.2077300000000015,3.87608,7.93711,11.81319,45.83513,98.70297,11.76795,0.07296,3.31171,12.20166,76.00622,6.65607,7.45338,20.79307,79.12561,441.0,432.0,,,,,,,,,,,,,,,
2015_Canada,,102.80303,92.74008,106.96854,119.73031,101.21554,65.28307,99.5981,92.85789,99.94666,99.99767,99.94666,99.5981,99.5981,99.94666,85.21625,,99.66349,85.21625,,102.91207,99.35765,,0.05334,,0.4019,6.167680000000002,6.53498,12.70266,,,,,,14.78375,88.33487,4.18717,7.74815,20.02749,73.90581999999998,516.0,527.0,528.0,,,,37.0360107421875,,,,17.615909576415998,,91.26812744140629,,92.9017486572266,,
2015_Chile,98.61424,98.70303,95.88229,99.30516,98.84904,102.03912,88.34568,91.59566,87.31101,77.89877,83.36319,77.97418,91.63367,94.39855,94.6473,81.67149,94.38455,94.18727,93.28482,0.85177,92.80406,94.61581,3.61192,5.3527,4.1492,8.36633,5.91517,5.9458400000000005,11.861,99.14823,97.57968,10.34355,3.38197,4.22692,6.71518,89.67299,7.30143,6.2717,20.10326,79.89674000000002,423.0,459.0,447.0,4.87370014190674,19.594049453735398,25.6818904876709,18.1971492767334,29.3654403686523,16.440069198608402,25.614749908447298,15.0078601837158,,,,,96.8741302490234,99.35394287109379
2015_China,100.81044,99.33323,78.97185,95.13306,86.9363,,45.35072,,,,,,,,,,92.68777,,,,100.95462,93.77014,0.01997,,0.02677,,5.96347,,,,,,0.0139,0.02257,,87.11155,,,,,,,,,,,,,,,,,,,,,
2015_Colombia,111.8986,113.56272,89.4051,105.00139,82.33498,105.91935,55.65726,90.60457,78.29431,74.72923,85.23391,77.33185999999998,93.16819,94.98513,94.69317,44.20863,107.37305,,83.84378000000002,29.21706,101.4271,94.43494,2.3205400000000003,5.3068300000000015,3.03103,6.831810000000001,5.6584400000000015,5.88912,11.54756,70.78294,,8.06327,1.9629,3.50745,16.15622,77.39183,7.98055,8.90765,22.70119,77.29881,390.0,425.0,,4.50048017501831,15.0530195236206,21.3815898895264,20.2346591949463,35.406078338623,16.0305099487305,36.7236785888672,17.79541015625,74.7805099487305,45.5936813354492,93.6944122314453,93.6944122314453,94.2450485229492,98.53472900390629
2015_Costa Rica,102.51076,109.81741,95.07085,115.98039,108.9827,133.071,53.62966,96.3094,80.52427,77.12957,91.41857,77.60461,96.51653,96.81297,94.45254,46.61738,108.76623,91.60214,85.8895,33.0014,100.515,74.22604,3.11306,5.54746,11.62148,3.48347,6.55978,5.98582,12.54561,66.9986,84.64545,8.6025,3.24878,12.65534,14.1105,44.05697,6.09081,9.09696,12.87717,87.11479,400.0,427.0,,7.0825500488281286,,22.254320144653306,34.7868614196777,33.6808891296387,24.918870925903306,36.8382682800293,26.4952697753906,,,95.6027374267578,93.7995986938477,,
2015_Croatia,96.42463,98.03987,88.43323000000002,98.17223,92.61451,104.68489,66.9972,88.81066,91.84593,92.16021,93.14252,97.60586,98.34581,98.70726,98.53679,84.4266,,98.62168,88.44530999999998,,100.64431,97.45192,0.16752999999999998,1.46321,,1.65419,3.90688,7.94338,11.85026,,99.09972,,0.16384,,11.55469,100.38382,5.23915,6.858160000000002,23.86288,76.13712,464.0,487.0,,,,,,,,,,,,,,,
2015_Cyprus,96.50379,99.30012,85.66935,99.54594,99.9434,99.59636,60.10123000000001,97.36852,94.63238,94.59489,92.55476,95.32878,97.82834,98.60024,98.13225,90.64456,100.52083,98.02969,94.51991,,,,0.11043,1.86775,,2.17166,5.95978,5.94121,11.901,,,11.88619,,1.06845,5.4800900000000015,87.15605,2.98905,3.7617,17.37816,82.62184,437.0,443.0,,6.3767399787902805,16.276250839233402,20.7040691375732,29.2765293121338,41.311798095703104,39.399440765380895,32.2074584960938,32.1951713562012,95.87896728515629,91.10131072998051,97.9094924926758,95.5635299682617,,
2015_Czechia,102.93773,99.49798,93.72009,102.70013,109.02714,101.06305,64.45735,,90.12882,84.93684,,84.94709,,,99.79324,79.86575,98.53608,,94.82431,4.22531,96.33834,102.39842,0.55185,0.20676,0.9291,,5.0731,8.17809,13.25119,95.77469,99.95724,12.67712,0.5849300000000001,0.91741,5.17569,85.32908,,2.6927,23.17186,68.51884,492.0,487.0,493.0,5.7888498306274405,13.8825197219849,13.327850341796902,20.9886302947998,29.804519653320302,23.667699813842802,13.280890464782699,14.9471797943115,92.13555908203129,89.9442977905273,89.3596878051758,87.8779983520508,,
2015_Denmark,97.61204,101.46172,105.28334,115.25851000000002,142.68301,117.11039,82.13379,98.3776,89.40345,91.4528,90.91305,91.7673,98.69377,99.94565,97.85763,63.79966999999999,98.9831,99.30075,87.40601,0.33437,99.79551,150.41124,0.98562,2.14237,1.04896,1.30623,7.098330000000002,7.7819699999999985,14.88031,99.66563,99.95,12.53136,0.88595,1.07296,12.59399,108.94213,4.28142,7.516089999999998,19.62433,80.29505,511.0,500.0,502.0,,,,,,,,,,,,,,
2015_Dominican Republic,114.08681,111.40536000000002,83.25169,95.76712,75.23339,89.27549,51.74711,93.52992,67.83227,53.98056,94.64993,61.07617,95.53493,95.53493,98.00583,56.52652,92.42795,82.20754000000002,76.66424,13.53869,90.66742,76.89775,4.77696,1.99417,8.15789,4.46507,6.683610000000002,4.8216,11.50521,86.46131,92.52574,7.8254100000000015,3.5549699999999995,4.2986900000000015,23.33576,45.82519,10.26635,16.12322,14.30134,85.54046,328.0,358.0,,,,,,,13.387969970703098,,14.159770011901903,,,75.4191207885742,77.88262939453129,91.9912109375,97.6140594482422
2015_Estonia,96.35775,96.98543,97.37357,103.38571,114.39009,107.23819,72.04896,93.32992,93.67085,90.87072,76.53358,91.43698,93.56631,93.56631,99.27492,82.75775,99.63016,,93.92756,0.53881,,102.05357,0.51386,0.7250800000000001,2.01067,6.43369,5.87096,6.42028,12.29124,99.46119,99.73484,13.63306,0.55406,2.20928,6.07244,89.13320999999998,5.04939,3.43285,26.47031,73.52969,520.0,519.0,534.0,5.21589994430542,12.9666004180908,27.0436897277832,33.6071586608887,25.8999195098877,18.1078701019287,23.861879348754893,17.9109497070313,91.63037872314449,89.25479125976558,89.4109725952148,94.0776214599609,,
2015_Finland,98.8413,100.55111,115.35499,125.513,195.66767,101.8295,87.68063000000002,99.10752,95.25591,96.42661,96.64934,96.59672,99.19243,99.36991,99.24879,90.33396,99.4406,99.32976,94.34223,0.11729,,99.13425,0.29481,0.75121,0.37138,0.80757,6.0346199999999985,8.56224,14.59687,99.88271,99.98863,12.43961,0.26018,0.39123,5.657769999999998,153.01282,2.05058,3.27031,28.48546,71.51454,511.0,526.0,531.0,7.09182977676392,12.412229537963901,26.696260452270497,34.5501899719238,37.4682197570801,25.846700668335,20.2440795898438,22.031869888305696,91.15679931640629,95.8516693115234,89.62615966796879,87.6869125366211,,
2015_France,,101.97449,91.86845,102.81233,106.97973,100.82443,62.77363,98.42107,93.59979,93.37722,98.53134,94.19756,98.98406,99.47024,97.81481,83.58711,97.4455,98.69776,94.30233,0.29398,,81.83195,,2.18519,1.86048,1.01594,5.10114,7.26492,12.36607,99.70602,,11.51082,,2.29936,5.69767,128.91052,2.55452,3.66449,25.26713,74.70375,493.0,499.0,495.0,5.46424007415771,9.62020969390869,22.7907009124756,32.9669609069824,43.403049468994105,26.4537200927734,20.7152404785156,17.5395793914795,92.1727828979492,91.1752471923828,91.71240997314449,93.35968017578129,,
2015_Georgia,94.71155,104.31933,84.22078,103.09007,97.19866,106.91469,45.61384,99.4655,93.58789,93.16995,96.93526,93.68431,99.61905,99.61905,99.47455,81.30565,106.93718,,90.60437,1.25539,106.92606,103.81458,0.2582,0.52545,0.99737,0.38095,6.28304,6.04902,12.33206,98.74461,99.81863,,0.28557,0.6431600000000001,9.39563,82.31201999999998,2.75156,5.15477,,,404.0,401.0,,,,,,,,,,,92.08910369873051,,,,
2015_Germany,103.48931,102.38905,95.75535,101.44003,103.03179,99.97914,66.27722,98.69239,,,98.05127,,99.81046,99.81046,,,104.62866,,,45.65129,,88.95152,0.41505,,2.40615,0.18954,4.09432,8.94078,13.03509,54.34871,99.90526,14.082020000000002,0.4397100000000001,2.44387,,86.35779000000002,,,36.74026,63.11637,506.0,509.0,509.0,4.81340980529785,10.993510246276903,25.9490604400635,34.014900207519496,41.854709625244105,23.0407390594482,12.9330501556396,17.5384197235107,93.18054962158199,90.8308486938477,94.80429077148442,94.1149673461914,,
